200,12.30000,0.10160,39.60000,0.04083,128.54500
12500,1.50000,0.30480,71.30000,0.00337,109.22200
4000,0.00000,0.05080,31.70000,0.00081,134.11000
2000,15.60000,0.10160,71.30000,0.04373,119.88800
5000,0.00000,0.10160,39.60000,0.00146,126.02100
4000,15.40000,0.05080,31.70000,0.02899,115.63500
400,9.90000,0.15240,71.30000,0.01930,135.07900
16000,0.00000,0.30480,71.30000,0.00266,108.72100
315,22.20000,0.02540,39.60000,0.02290,120.71600
1250,7.30000,0.22860,71.30000,0.01044,127.35800
315,9.90000,0.15240,71.30000,0.01930,135.45900
800,9.50000,0.02540,71.30000,0.00421,127.20600
2000,0.00000,0.15240,71.30000,0.00160,128.64700
4000,15.60000,0.10160,39.60000,0.05285,106.60400
400,9.90000,0.15240,39.60000,0.02333,128.34500
1000,0.00000,0.22860,39.60000,0.00254,130.43500
10000,2.70000,0.15240,71.30000,0.00244,116.72400
400,15.40000,0.05080,55.50000,0.02719,126.50000
5000,4.00000,0.30480,71.30000,0.00498,117.78500
2000,7.30000,0.22860,71.30000,0.01044,122.70800
2000,17.40000,0.02540,71.30000,0.01610,126.82600
630,17.40000,0.02540,39.60000,0.01722,124.51400
500,11.20000,0.05080,71.30000,0.01407,130.31100
1000,12.30000,0.10160,39.60000,0.04083,122.43500
200,12.60000,0.15240,39.60000,0.05841,114.75000
5000,9.90000,0.15240,31.70000,0.02528,109.94900
400,12.70000,0.02540,39.60000,0.01303,125.52700
2000,0.00000,0.30480,31.70000,0.00331,122.37500
2500,0.00000,0.22860,31.70000,0.00272,123.44500
1000,12.70000,0.02540,71.30000,0.01218,131.69800
1600,12.30000,0.10160,71.30000,0.03378,124.74800
10000,0.00000,0.02540,55.50000,0.00041,134.56300
630,15.40000,0.05080,55.50000,0.02719,129.33000
1250,5.30000,0.22860,39.60000,0.00614,125.72100
1600,4.20000,0.05080,39.60000,0.00153,130.19700
800,7.30000,0.22860,39.60000,0.01235,126.29900
630,0.00000,0.22860,39.60000,0.00254,128.70500
1000,15.60000,0.10160,71.30000,0.04373,124.43800
250,12.70000,0.02540,39.60000,0.01303,121.54700
1600,8.40000,0.05080,31.70000,0.00581,129.29600
2000,3.00000,0.30480,71.30000,0.00426,125.52400
1000,7.30000,0.22860,55.50000,0.01117,125.19400
800,6.70000,0.10160,39.60000,0.00578,134.62500
6300,4.80000,0.02540,71.30000,0.00085,134.49800
630,0.00000,0.10160,71.30000,0.00121,124.15500
1000,0.00000,0.15240,31.70000,0.00209,130.98700
1000,2.00000,0.22860,31.70000,0.00372,130.30700
5000,2.70000,0.15240,71.30000,0.00244,124.36400
2500,9.50000,0.02540,31.70000,0.00461,130.08600
1000,12.30000,0.10160,71.30000,0.03378,127.92800
500,0.00000,0.30480,31.70000,0.00331,127.31500
3150,1.50000,0.30480,71.30000,0.00337,123.39200
8000,0.00000,0.02540,55.50000,0.00041,136.16300
1000,3.30000,0.10160,39.60000,0.00245,131.97100
6300,4.80000,0.02540,55.50000,0.00087,135.16400
2000,2.00000,0.22860,55.50000,0.00314,124.61200
1600,0.00000,0.05080,31.70000,0.00081,131.01000
1250,7.30000,0.22860,55.50000,0.01117,125.72400
630,0.00000,0.30480,55.50000,0.00283,127.69600
2500,0.00000,0.10160,31.70000,0.00150,132.00300
2000,3.30000,0.10160,55.50000,0.00221,133.64900
1600,17.40000,0.02540,31.70000,0.01766,126.84600
4000,4.00000,0.22860,39.60000,0.00474,119.15900
5000,2.00000,0.22860,31.70000,0.00372,118.26700
2500,0.00000,0.10160,71.30000,0.00121,132.59500
4000,8.90000,0.10160,39.60000,0.01246,116.22000
2000,22.20000,0.02540,39.60000,0.02290,121.25600
5000,4.00000,0.22860,39.60000,0.00474,117.64900
4000,15.40000,0.05080,71.30000,0.02643,122.67500
3150,5.30000,0.22860,39.60000,0.00614,118.44100
1000,0.00000,0.05080,71.30000,0.00074,129.45000
3150,4.00000,0.22860,71.30000,0.00401,124.10800
8000,0.00000,0.10160,55.50000,0.00132,124.45000
12500,4.00000,0.22860,71.30000,0.00401,114.25800
1000,2.00000,0.22860,55.50000,0.00314,129.00200
2500,8.90000,0.10160,39.60000,0.01246,119.19000
400,3.00000,0.30480,55.50000,0.00452,126.15900
4000,0.00000,0.02540,31.70000,0.00044,137.04700
400,15.40000,0.05080,71.30000,0.02643,126.80500
4000,4.00000,0.30480,39.60000,0.00580,115.86300
6300,3.30000,0.10160,31.70000,0.00251,120.70200
2500,4.20000,0.05080,39.60000,0.00153,133.84700
3150,12.30000,0.10160,39.60000,0.04083,113.05500
1250,5.40000,0.15240,71.30000,0.00401,134.11100
500,7.30000,0.22860,39.60000,0.01235,130.29900
315,3.00000,0.30480,31.70000,0.00530,123.11800
500,7.20000,0.15240,39.60000,0.00909,132.65800
2500,0.00000,0.02540,39.60000,0.00043,131.83600
2500,8.40000,0.05080,55.50000,0.00545,131.54200
3150,15.40000,0.05080,31.70000,0.02899,118.04500
800,7.20000,0.15240,71.30000,0.00752,136.02300
500,12.30000,0.10160,55.50000,0.03682,133.77400
3150,15.60000,0.10160,39.60000,0.05285,109.25400
6300,3.00000,0.30480,71.30000,0.00426,116.13400
3150,8.40000,0.05080,55.50000,0.00545,128.40200
1250,17.40000,0.02540,31.70000,0.01766,128.30600
4000,3.00000,0.30480,55.50000,0.00452,118.68900
2500,0.00000,0.10160,39.60000,0.00146,132.61100
315,15.40000,0.05080,55.50000,0.02719,125.39000
2000,3.00000,0.30480,31.70000,0.00530,120.08800
1250,17.40000,0.02540,71.30000,0.01610,126.35600
1600,15.40000,0.05080,55.50000,0.02719,128.20000
3150,3.30000,0.10160,31.70000,0.00251,128.25200
500,3.00000,0.30480,31.70000,0.00530,127.54800
2500,0.00000,0.22860,55.50000,0.00229,126.54000
400,0.00000,0.30480,39.60000,0.00310,124.80900
1000,0.00000,0.10160,71.30000,0.00121,128.82500
5000,0.00000,0.10160,55.50000,0.00132,128.36000
2000,9.90000,0.15240,55.50000,0.02084,119.50500
4000,3.30000,0.10160,31.70000,0.00251,124.85200
4000,19.70000,0.05080,39.60000,0.03648,108.68400
2500,4.00000,0.22860,71.30000,0.00401,124.33800
2000,0.00000,0.10160,31.70000,0.00150,133.15300
800,0.00000,0.10160,39.60000,0.00146,128.40100
4000,12.30000,0.10160,55.50000,0.03682,114.40400
1250,8.40000,0.05080,39.60000,0.00566,131.20500
6300,0.00000,0.15240,31.70000,0.00209,119.73700
2000,7.30000,0.22860,31.70000,0.01327,115.30900
400,3.00000,0.30480,31.70000,0.00530,125.39800
10000,7.20000,0.15240,39.60000,0.00909,110.86800
630,9.90000,0.15240,71.30000,0.01930,129.88900
1250,9.50000,0.02540,71.30000,0.00421,131.65600
4000,5.40000,0.15240,55.50000,0.00433,119.73700
2500,2.00000,0.22860,31.70000,0.00372,121.40700
6300,0.00000,0.02540,39.60000,0.00043,136.82600
5000,4.20000,0.05080,39.60000,0.00153,129.77700
250,9.90000,0.15240,71.30000,0.01930,135.32900
400,7.20000,0.15240,39.60000,0.00909,132.11800
800,9.90000,0.15240,39.60000,0.02333,126.34500
400,15.40000,0.05080,31.70000,0.02899,123.70500
5000,17.40000,0.02540,39.60000,0.01722,119.85400
500,2.00000,0.22860,71.30000,0.00293,126.48600
3150,3.30000,0.10160,55.50000,0.00221,130.62900
5000,8.90000,0.10160,71.30000,0.01031,116.72300
630,2.00000,0.22860,31.70000,0.00372,129.05700
4000,0.00000,0.22860,71.30000,0.00214,125.82400
500,5.40000,0.15240,71.30000,0.00401,126.29100
4000,8.40000,0.05080,71.30000,0.00530,126.92600
5000,9.50000,0.02540,39.60000,0.00450,125.04400
630,4.00000,0.22860,71.30000,0.00401,129.03800
6300,9.50000,0.02540,71.30000,0.00421,127.24600
