7.16129,7.83532,2.91158,0.98405,-1.49955,-2.09410,0.57600,-1.20567,1.84912,-0.42560,-0.10567,1.72889,1.78899,0.84980,-1.10935,0.53790,-0.11537,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,-0.67825,5.06951,6.00771,0.82087,0.89619,0.13170,0.85929,2.05907,0.26677,1.19293,-1.42109,2.12866,-1.28811,1.45874,-0.73451,-0.09268,-0.57131,-0.14263,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,-0.49032,2.74862,3.09908,0.31727,-0.13058,2.04828,-0.17349,0.32462,-0.30082,0.47109,-0.53858,-0.97912,-0.67917,0.13596,-1.09405,-0.07220,-0.75200,-0.66071,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,-0.60663,1.31973,1.09484,-0.93766,-0.89537,-0.73496,0.44186,0.38918,-0.94458,-0.04361,-1.50426,0.35127,-1.01873,-1.08954,-0.66884,-0.91477,-0.83625,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-15.75000,-47.95000
0.22576,-0.09417,-0.60365,0.49775,0.87404,0.29028,-0.07766,-0.88739,0.43206,-0.09396,0.02911,0.40730,-0.03442,-0.00061,-1.58771,-0.13477,0.67905,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,1.29901,0.86776,0.54921,-0.35717,-0.57846,0.29360,-0.37000,-0.36040,-0.08828,-0.68448,-0.42074,0.26300,0.07462,0.27797,0.46859,0.97900,0.58685,0.76034,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.47559,1.40011,0.94359,-0.40249,0.05830,-0.22197,-0.30248,-0.53997,0.17985,-0.63415,-0.25292,-0.44125,-0.34293,0.62884,0.21284,-0.03817,-0.44029,-0.15706,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,0.85912,1.62726,1.98954,-0.35780,-0.17684,0.40659,-0.62376,-0.65302,-0.08264,-0.94793,-0.49571,-0.46508,-0.15786,0.38095,1.08848,-0.12359,1.39114,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,0.93662,14.91000,-23.51000
-0.69253,-0.51780,-0.78803,1.21435,-0.90721,0.88021,0.40690,-0.69490,-0.90187,-1.70157,-0.90389,-0.79139,-1.66746,-0.33400,-0.15175,1.21081,1.04506,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.36324,-0.67248,-0.46310,-0.74742,0.06995,0.30532,0.55154,-0.70561,-0.30122,-0.36530,0.06218,0.36656,0.87010,1.48324,0.61404,1.56818,1.74371,1.38854,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.16680,-0.69437,-0.28577,-0.29178,-0.27490,-0.35130,0.43917,-0.66329,0.05693,0.80181,0.32646,0.57965,0.99164,1.61221,0.47201,1.06035,1.07083,0.40800,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,0.06642,-0.65405,0.26488,-0.42147,-0.40517,0.17024,0.06726,-1.19866,-0.79795,-0.55611,-0.63717,0.14726,0.21791,0.97292,2.08107,1.37576,1.06385,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,0.60375,12.65000,-8.00000
-0.73556,-0.68405,2.05821,0.71633,-0.01139,0.80540,1.49798,0.11475,0.69285,0.05238,0.02462,0.42921,0.57603,0.40039,0.51951,0.50950,1.30307,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,0.51713,-0.05596,0.00197,2.25502,0.33208,-0.05189,0.37649,1.16938,-0.73319,0.67244,0.97978,0.39065,-0.51966,-0.67564,0.29299,0.34981,-0.05887,-0.52121,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,0.65208,1.65828,1.25422,2.53529,0.53778,0.19026,-0.15609,0.70773,-1.07316,-0.42886,-0.66348,-0.30416,-0.20357,-0.20097,1.21209,1.19369,0.60995,-0.29616,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,0.71227,2.30175,2.54728,1.48553,-0.17918,0.11204,0.98312,0.78837,-0.80563,0.16662,-0.17832,-0.06506,-0.72425,-0.75138,-0.38500,-0.01233,-0.39220,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,0.18717,9.03000,38.74000
0.57027,0.27316,-0.27921,0.08346,1.04933,-0.86930,-0.26586,-0.40168,-0.87264,1.14748,-0.28775,1.82464,-0.86185,-0.22936,-0.96660,0.27877,0.06023,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,1.26617,0.03564,-0.04470,-0.71824,-0.73305,-1.13679,-1.30199,-0.31219,-0.67156,-0.57933,-0.77212,-0.37172,-0.48382,0.06848,0.68273,0.86718,0.76945,1.22670,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.89975,0.55792,0.17559,-0.32464,-0.08939,-0.18661,-0.41530,1.09418,0.29801,-0.47923,0.23941,-0.38860,-0.01339,0.51709,0.12062,0.31707,0.28706,0.60733,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,2.45947,0.98416,0.27969,-0.78465,-0.07859,-0.25028,-1.16930,-0.05278,-0.18018,-0.50078,-0.91946,-0.66791,-0.82017,0.30697,0.11966,0.27184,1.28978,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,1.62072,34.03000,-6.85000
0.05922,0.03454,-0.70344,0.18865,-0.27035,1.42053,0.46777,0.20959,-0.49650,1.23991,0.24149,-0.25838,1.94452,-1.03724,0.25097,-0.10617,0.01266,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,0.67720,1.20894,1.13659,-0.49936,-0.81231,0.70710,0.15580,0.45177,0.85411,1.21197,0.22712,-0.62619,-0.09415,-0.05800,-0.07407,-0.28906,-0.68569,-0.42262,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,0.99418,1.79171,1.39226,-0.16672,0.29089,0.28494,1.04058,0.05615,1.11946,1.65977,-0.30202,0.16470,1.38130,-0.24138,0.08901,-0.45460,-0.39836,0.22460,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,1.99446,2.94913,2.85651,0.03953,-0.19695,0.52669,1.24174,0.72823,1.40467,1.42882,0.50102,-0.35426,0.44518,0.07529,-0.17039,-0.50619,-0.00847,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,2.17616,12.65000,-8.00000
-0.28063,-0.31008,-0.75682,0.83903,-0.19667,1.15347,-0.47397,1.49160,-0.10533,1.36500,-1.78635,-1.68187,-1.83653,-0.07444,1.32434,-1.29202,-0.49863,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,-0.28834,0.23400,0.19269,-0.50341,0.84180,1.10775,1.07117,1.60078,0.54204,2.71683,2.35956,0.54374,3.12418,2.72969,-0.30810,0.78371,-0.40131,-0.57936,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,-0.14203,1.25538,0.89572,-0.54697,-0.17598,-0.26443,0.53787,0.63967,0.30439,0.21942,0.52580,-0.16624,0.17712,0.78839,-0.95162,-0.82713,-0.88321,-0.77757,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,-0.48290,2.17415,2.34296,0.11981,-0.72672,-0.25813,0.03248,0.60602,0.03632,1.34057,0.47394,-0.43384,0.81302,-0.93612,-0.28010,-0.99507,-0.87273,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,-0.44792,12.65000,-8.00000
-0.90577,-0.57667,-0.71547,-0.60378,0.24751,1.13197,-0.38903,0.12950,1.01713,1.19100,0.34169,-0.42877,0.06922,-0.68200,1.29035,-0.14509,-0.89865,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.20728,-0.86213,-0.48049,-0.80647,-0.40647,0.35406,-0.66586,-0.93278,-0.58561,-0.00434,-0.53443,-0.32895,-0.75031,-0.79932,-0.84457,-1.07144,-0.91484,-1.02277,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.25658,-0.66296,0.30858,0.20462,-0.84238,0.87161,1.28429,-0.03857,-0.65615,0.10675,0.21774,-0.25933,-0.61762,-1.06620,-0.71697,-0.51497,-0.83652,-0.86649,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.08587,-0.69711,0.45332,-0.20713,0.09174,0.96834,0.10212,-0.22402,-0.04842,0.03332,-0.42595,-0.30467,-1.11161,-0.58465,-1.09248,-0.97136,-0.99994,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,-0.19879,41.26000,69.21000
2.83480,2.24586,1.17061,-0.24625,-1.35251,-2.36932,2.48075,-0.39146,-0.13333,-0.36359,-0.30560,-1.59486,-0.13467,0.37348,1.02995,1.02339,1.46299,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,-0.68851,1.68197,1.53929,0.66177,-0.40415,-0.30717,0.55480,1.16586,0.27817,0.21314,1.01470,2.12164,1.23716,0.04509,-0.29281,-0.17709,0.02212,0.35372,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,-0.71633,3.56793,1.55954,0.43999,-0.05408,0.31290,3.88738,0.97546,1.42770,-0.01562,3.69906,3.35400,0.58931,0.35035,-0.43271,0.25102,0.96902,0.05764,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,-0.49106,0.43885,-0.91810,0.20053,-0.22311,-0.73595,0.82880,1.03300,-0.04514,-0.16669,0.41541,1.35659,0.35980,-0.01418,-0.06800,-0.34822,-0.24027,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,-0.36419,41.26000,69.21000
0.16640,-0.09239,-0.16841,0.52895,0.93884,-0.66665,0.16232,0.48118,0.21627,0.38366,0.41577,0.08290,-0.30664,-0.52114,-0.45846,-0.28427,-0.62162,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.42889,0.46458,0.35407,0.59511,-0.11034,0.53037,-0.50060,1.05895,-0.12979,-0.23114,-0.35779,-0.26021,-0.00297,0.25802,-0.08353,-0.46414,-0.15168,-0.14598,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,1.17684,0.93198,0.62007,-0.47240,-0.05744,-0.44560,-0.74625,-0.83135,-0.94646,-0.98324,-0.65265,-0.86887,-0.54940,-0.84897,-0.43118,-0.68684,-0.43947,-0.67417,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,0.03786,1.57440,1.66946,0.81224,-0.35253,0.33751,-1.26275,0.16633,-1.08283,-1.04422,-1.27575,-0.99568,-0.71049,-1.02456,-0.68566,-0.51624,-0.75155,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,0.07690,41.90000,12.48000
