0.90000,563.50000,318.50000,122.50000,7.00000,2,0.25000,5,33.13000
0.62000,808.50000,367.50000,220.50000,3.50000,2,0.40000,3,16.47000
0.82000,612.50000,318.50000,147.00000,7.00000,4,0.25000,1,26.97000
0.76000,661.50000,416.50000,122.50000,7.00000,5,0.25000,1,36.43000
0.98000,514.50000,294.00000,110.25000,7.00000,2,0.10000,2,24.29000
0.86000,588.00000,294.00000,147.00000,7.00000,5,0.25000,5,29.39000
0.79000,637.00000,343.00000,147.00000,7.00000,2,0.40000,4,42.77000
0.62000,808.50000,367.50000,220.50000,3.50000,4,0.25000,3,13.95000
0.69000,735.00000,294.00000,220.50000,3.50000,2,0.25000,4,12.91000
0.62000,808.50000,367.50000,220.50000,3.50000,2,0.10000,3,12.68000
0.62000,808.50000,367.50000,220.50000,3.50000,5,0.10000,3,12.73000
0.82000,612.50000,318.50000,147.00000,7.00000,5,0.40000,1,28.65000
0.76000,661.50000,416.50000,122.50000,7.00000,4,0.10000,3,32.33000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.25000,3,28.63000
0.76000,661.50000,416.50000,122.50000,7.00000,4,0.40000,5,39.31000
0.64000,784.00000,343.00000,220.50000,3.50000,2,0.40000,5,17.69000
0.71000,710.50000,269.50000,220.50000,3.50000,4,0.40000,4,14.47000
0.82000,612.50000,318.50000,147.00000,7.00000,5,0.10000,5,23.86000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.40000,4,32.74000
0.66000,759.50000,318.50000,220.50000,3.50000,5,0.40000,2,15.30000
0.82000,612.50000,318.50000,147.00000,7.00000,2,0.40000,1,29.22000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.25000,1,28.41000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.10000,4,10.07000
0.64000,784.00000,343.00000,220.50000,3.50000,5,0.40000,3,18.46000
0.71000,710.50000,269.50000,220.50000,3.50000,3,0.10000,2,10.72000
0.90000,563.50000,318.50000,122.50000,7.00000,2,0.10000,4,29.06000
0.76000,661.50000,416.50000,122.50000,7.00000,5,0.25000,5,36.70000
0.79000,637.00000,343.00000,147.00000,7.00000,2,0.40000,5,42.11000
0.86000,588.00000,294.00000,147.00000,7.00000,2,0.00000,0,19.50000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.10000,2,24.25000
0.98000,514.50000,294.00000,110.25000,7.00000,3,0.10000,5,24.33000
0.82000,612.50000,318.50000,147.00000,7.00000,3,0.25000,4,24.96000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.25000,2,12.16000
0.74000,686.00000,245.00000,220.50000,3.50000,3,0.25000,1,12.50000
0.64000,784.00000,343.00000,220.50000,3.50000,3,0.40000,1,19.36000
0.64000,784.00000,343.00000,220.50000,3.50000,5,0.10000,2,15.19000
0.79000,637.00000,343.00000,147.00000,7.00000,5,0.10000,3,36.70000
0.74000,686.00000,245.00000,220.50000,3.50000,5,0.25000,4,12.43000
0.62000,808.50000,367.50000,220.50000,3.50000,2,0.40000,1,15.09000
0.98000,514.50000,294.00000,110.25000,7.00000,4,0.10000,2,24.13000
0.64000,784.00000,343.00000,220.50000,3.50000,5,0.00000,0,10.56000
0.71000,710.50000,269.50000,220.50000,3.50000,4,0.25000,4,12.17000
0.82000,612.50000,318.50000,147.00000,7.00000,2,0.25000,2,25.74000
0.98000,514.50000,294.00000,110.25000,7.00000,5,0.00000,0,15.55000
0.82000,612.50000,318.50000,147.00000,7.00000,2,0.40000,5,30.00000
0.74000,686.00000,245.00000,220.50000,3.50000,2,0.40000,4,14.37000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.10000,1,10.36000
0.90000,563.50000,318.50000,122.50000,7.00000,5,0.25000,3,32.29000
0.69000,735.00000,294.00000,220.50000,3.50000,5,0.40000,5,14.21000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.25000,1,12.41000
0.74000,686.00000,245.00000,220.50000,3.50000,2,0.40000,2,14.54000
0.69000,735.00000,294.00000,220.50000,3.50000,5,0.40000,1,14.42000
0.71000,710.50000,269.50000,220.50000,3.50000,3,0.10000,3,10.68000
0.62000,808.50000,367.50000,220.50000,3.50000,3,0.25000,5,13.99000
0.82000,612.50000,318.50000,147.00000,7.00000,5,0.40000,5,29.92000
0.76000,661.50000,416.50000,122.50000,7.00000,3,0.25000,1,36.13000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.40000,5,14.17000
0.82000,612.50000,318.50000,147.00000,7.00000,5,0.25000,2,24.94000
0.66000,759.50000,318.50000,220.50000,3.50000,2,0.40000,5,14.96000
0.74000,686.00000,245.00000,220.50000,3.50000,4,0.10000,3,10.35000
0.86000,588.00000,294.00000,147.00000,7.00000,5,0.25000,3,29.07000
0.71000,710.50000,269.50000,220.50000,3.50000,3,0.40000,4,14.70000
0.76000,661.50000,416.50000,122.50000,7.00000,5,0.25000,4,36.26000
0.86000,588.00000,294.00000,147.00000,7.00000,5,0.40000,2,31.64000
0.64000,784.00000,343.00000,220.50000,3.50000,4,0.10000,3,15.12000
0.82000,612.50000,318.50000,147.00000,7.00000,3,0.25000,2,25.98000
0.82000,612.50000,318.50000,147.00000,7.00000,2,0.10000,2,23.75000
